f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
5,1900-1950,Fa,0,BrkSide,1301,2.0,1145.0,1301,1,100000
5,1900-1950,TA,0,BrkSide,1539,2.0,927.0,1067,1,141500
4,1900-1950,Gd,0,BrkSide,1573,1.0,884.0,989,1,133000
2,1900-1950,Fa,1,BrkSide,800,0.0,264.0,800,1,60000
5,1900-1950,TA,0,BrkSide,875,1.0,715.0,875,1,105000
5,1900-1950,TA,0,BrkSide,995,1.0,960.0,995,1,115000
5,1900-1950,TA,1,BrkSide,1582,1.0,952.0,994,2,150000
5,1900-1950,TA,0,BrkSide,1072,5.0,1072.0,1072,1,126500
6,1900-1950,Gd,0,BrkSide,2134,2.0,844.0,1445,2,214500
7,1900-1950,Gd,0,BrkSide,2019,2.0,728.0,1136,1,167500
6,1900-1950,TA,0,OldTown,1768,2.0,1048.0,1048,2,155000
7,1900-1950,Ex,1,OldTown,1826,1.0,910.0,916,1,155000
7,1900-1950,TA,0,OldTown,1944,1.0,672.0,1272,2,179900
6,1900-1950,TA,0,OldTown,2229,0.0,755.0,929,1,104000
5,1900-1950,TA,0,OldTown,2128,0.0,1040.0,1088,2,62500
6,1900-1950,TA,0,IDOTRR,1930,1.0,720.0,1146,2,149000
4,1900-1950,TA,0,IDOTRR,1208,2.0,780.0,848,1,103000
6,1900-1950,Gd,0,OldTown,1427,1.0,483.0,741,1,123000
6,1900-1950,TA,0,IDOTRR,1666,1.0,1204.0,1204,1,135000
4,1900-1950,Gd,0,IDOTRR,892,0.0,858.0,892,1,70000
6,1900-1950,TA,0,IDOTRR,1403,1.0,698.0,754,1,116000
4,1900-1950,Fa,0,Sawyer,704,1.0,560.0,704,1,88750
5,1980-2000,TA,0,Edwards,1200,0.0,1200.0,1200,3,179000
5,1980-2000,TA,0,Edwards,1200,0.0,1200.0,1200,3,179000
5,1950-1980,TA,0,Edwards,1152,1.0,1152.0,1152,2,159900
1,1900-1950,Fa,0,Edwards,904,0.0,683.0,904,0,61000
6,1900-1950,TA,0,Edwards,1369,1.0,672.0,697,2,103600
5,1900-1950,TA,0,Edwards,1112,1.0,585.0,687,2,63000
5,1950-1980,TA,1,Sawyer,1464,2.0,520.0,1464,2,175000
5,1950-1980,TA,0,Sawyer,1121,2.0,1121.0,1121,1,139000
6,1950-1980,TA,1,Sawyer,1683,2.0,918.0,918,2,172500
5,1950-1980,TA,1,Sawyer,1052,1.0,1052.0,1052,1,113500
5,1950-1980,Gd,0,Sawyer,899,1.0,864.0,899,1,130000
6,1950-1980,TA,1,Sawyer,1034,2.0,456.0,1034,1,149900
5,1980-2000,TA,0,Sawyer,858,2.0,858.0,858,1,134900
5,1980-2000,TA,0,Sawyer,860,2.0,840.0,860,1,137000
5,1950-1980,TA,1,Sawyer,1092,1.0,1092.0,1092,1,139000
5,1950-1980,TA,1,Sawyer,1774,1.0,552.0,904,2,165000
6,1950-1980,TA,1,Sawyer,1138,2.0,1138.0,1138,1,148000
5,1950-1980,TA,1,ClearCr,2071,1.0,825.0,2071,1,165000
2,1900-1950,Fa,0,Sawyer,660,0.0,0.0,660,1,63900
4,1950-1980,TA,1,ClearCr,1788,1.0,1104.0,1104,1,161500
5,1950-1980,Ex,1,ClearCr,1473,1.0,1437.0,1473,1,143000
4,1950-1980,TA,0,Edwards,1229,1.0,1134.0,1229,1,135000
4,1900-1950,TA,0,Edwards,861,2.0,861.0,861,1,82500
5,1950-1980,TA,1,ClearCr,1867,1.0,1617.0,1867,1,190000
3,1950-1980,TA,1,Edwards,1733,2.0,0.0,1733,2,139600
4,1950-1980,TA,0,Edwards,1383,2.0,0.0,1383,1,122000
6,1950-1980,TA,1,Edwards,1689,2.0,1436.0,1689,1,127500
5,1950-1980,TA,0,Edwards,1073,1.0,1073.0,1073,1,121500
5,1950-1980,TA,0,Edwards,1276,1.0,1276.0,1276,1,60000
6,1900-1950,Gd,1,Edwards,1639,1.0,747.0,892,1,154400
4,1900-1950,TA,0,Edwards,672,1.0,672.0,672,1,113000
5,1950-1980,TA,1,Edwards,1089,1.0,1089.0,1089,1,125000
4,1950-1980,TA,0,Edwards,845,1.0,0.0,845,1,84000
5,1980-2000,Gd,0,Edwards,1049,1.0,1049.0,1049,2,139500
5,1900-1950,TA,1,Edwards,1716,1.0,768.0,1148,1,131000
6,1900-1950,TA,0,Edwards,1258,1.0,560.0,698,1,105000
4,1900-1950,TA,1,Edwards,1510,1.0,755.0,755,1,108000
7,1980-2000,Gd,0,SawyerW,1061,2.0,1054.0,1061,1,162000
6,1980-2000,Gd,1,SawyerW,1338,2.0,520.0,1338,1,156500
8,1980-2000,Gd,1,SawyerW,2132,2.0,1496.0,1496,1,316600
7,1980-2000,Gd,1,SawyerW,2196,3.0,2158.0,2196,2,271900
7,1980-2000,Gd,1,SawyerW,1775,2.0,740.0,1006,2,213000
7,1980-2000,Gd,1,SawyerW,1879,2.0,1079.0,1079,2,239900
8,1980-2000,Gd,1,SawyerW,2020,2.0,1128.0,1142,2,239500
5,avant 1900,TA,1,SawyerW,2016,2.0,0.0,1288,1,131000
5,1950-1980,TA,0,SawyerW,1535,2.0,0.0,1535,2,118964
5,1950-1980,TA,1,SawyerW,1224,2.0,1086.0,1224,0,153337
5,1950-1980,TA,0,SawyerW,2228,2.0,0.0,1114,2,147983
5,1950-1980,TA,0,SawyerW,1535,2.0,0.0,1535,2,118858
5,1950-1980,TA,0,SawyerW,1535,2.0,0.0,1535,2,118858
5,1950-1980,TA,0,SawyerW,2240,2.0,0.0,1120,2,142953
5,1950-1980,Gd,1,SawyerW,1229,2.0,1094.0,1229,0,148325
5,1950-1980,TA,0,SawyerW,1513,2.0,0.0,1513,2,113722
7,1980-2000,TA,1,SawyerW,2787,4.0,1168.0,1168,4,269500
7,1980-2000,TA,1,SawyerW,2787,4.0,1168.0,1168,4,269500
7,1980-2000,TA,1,SawyerW,2787,4.0,1168.0,1168,4,269500
9,après 2000,Ex,1,CollgCr,1680,3.0,1555.0,1680,1,323262
8,après 2000,Gd,1,CollgCr,1718,3.0,1705.0,1718,2,297000
8,après 2000,Ex,1,CollgCr,1630,3.0,1622.0,1630,2,295493
9,après 2000,Ex,1,CollgCr,1720,3.0,1720.0,1720,2,332000
8,après 2000,Gd,1,CollgCr,1468,3.0,1468.0,1468,2,239900
8,après 2000,Gd,0,CollgCr,1768,2.0,866.0,866,2,212000
8,après 2000,Gd,1,CollgCr,1838,2.0,1838.0,1838,2,272500
9,après 2000,Ex,0,CollgCr,1800,2.0,1800.0,1800,2,239000
7,après 2000,Gd,1,CollgCr,1604,2.0,1604.0,1604,2,220000
7,après 2000,Gd,1,CollgCr,1290,2.0,1282.0,1290,2,200000
8,après 2000,Gd,0,CollgCr,1254,3.0,1254.0,1254,2,221800
7,après 2000,Gd,0,CollgCr,1232,2.0,1232.0,1232,2,194500
8,après 2000,Gd,1,CollgCr,1498,3.0,1498.0,1498,2,237000
6,après 2000,Gd,1,CollgCr,1422,2.0,704.0,704,2,173000
7,1980-2000,Gd,1,SawyerW,1644,2.0,1518.0,1644,2,275000
7,1980-2000,Gd,1,ClearCr,1759,2.0,1449.0,944,2,233500
5,1950-1980,TA,0,ClearCr,2126,2.0,1013.0,1160,2,185000
5,1980-2000,Gd,0,CollgCr,1040,2.0,1040.0,1040,1,152000
5,1980-2000,TA,0,CollgCr,990,1.0,990.0,990,1,143000
6,1980-2000,Gd,0,CollgCr,1764,2.0,928.0,928,2,231500
7,1980-2000,Gd,1,CollgCr,1661,2.0,799.0,827,2,212000
7,1980-2000,TA,0,CollgCr,1463,2.0,1463.0,1463,2,207000
5,1980-2000,TA,0,CollgCr,1097,2.0,1097.0,1097,1,145000
5,1980-2000,TA,0,CollgCr,990,2.0,990.0,990,1,138000
7,1980-2000,Gd,0,CollgCr,1779,2.0,866.0,866,2,197900
7,1980-2000,Gd,0,CollgCr,1501,2.0,1490.0,1501,2,204000
7,1980-2000,Gd,0,CollgCr,1431,2.0,1431.0,1431,2,192000
6,1980-2000,TA,1,CollgCr,1772,2.0,928.0,928,2,200000
7,après 2000,Gd,0,CollgCr,1660,2.0,831.0,831,2,195000
7,après 2000,Gd,0,CollgCr,1573,2.0,1573.0,1573,2,227000
7,après 2000,Gd,0,CollgCr,1840,2.0,944.0,944,2,230000
7,après 2000,Gd,0,CollgCr,1430,2.0,1413.0,1430,2,187100
7,après 2000,Gd,0,CollgCr,1444,2.0,1431.0,1444,2,203000
7,après 2000,Gd,1,CollgCr,1492,2.0,1492.0,1492,2,201000
5,1950-1980,TA,0,CollgCr,1040,0.0,1040.0,1040,2,124000
5,1950-1980,TA,0,CollgCr,907,1.0,907.0,907,1,140000
5,1950-1980,TA,0,CollgCr,914,2.0,914.0,914,1,134900
5,1950-1980,Gd,0,CollgCr,1040,2.0,1040.0,1040,2,150500
5,1950-1980,TA,0,CollgCr,864,1.0,864.0,864,1,136500
5,1950-1980,Gd,0,CollgCr,1268,1.0,1268.0,1268,1,143500
5,1950-1980,TA,1,CollgCr,864,1.0,864.0,864,1,133500
5,1950-1980,TA,0,CollgCr,894,2.0,894.0,894,1,123000
5,1950-1980,TA,0,CollgCr,768,1.0,768.0,768,1,133900
5,1950-1980,TA,0,CollgCr,768,2.0,768.0,768,1,133000
7,après 2000,Gd,0,CollgCr,1611,3.0,1569.0,1611,2,250000
8,après 2000,Gd,1,CollgCr,2184,2.0,1068.0,1068,2,254750
8,après 2000,Ex,1,CollgCr,1788,2.0,1753.0,1788,2,236500
8,après 2000,Ex,1,CollgCr,1872,2.0,1299.0,1299,2,261500
9,1980-2000,Ex,1,CollgCr,2153,3.0,1440.0,1476,2,313000
7,après 2000,Gd,0,CollgCr,1725,2.0,840.0,840,2,198500
7,après 2000,Gd,0,CollgCr,1870,2.0,944.0,944,2,211000
8,1980-2000,Gd,1,CollgCr,1513,2.0,1462.0,1513,2,220000
7,1980-2000,Gd,1,CollgCr,1504,2.0,1504.0,1504,2,203000
8,après 2000,Gd,1,CollgCr,1828,2.0,1822.0,1828,2,279500
7,1980-2000,Gd,1,CollgCr,1417,2.0,1417.0,1417,2,210000
7,1980-2000,Gd,0,CollgCr,2034,2.0,1057.0,1057,2,219500
7,1980-2000,Gd,1,CollgCr,1716,2.0,880.0,909,2,191000
7,après 2000,Gd,0,CollgCr,1212,2.0,1212.0,1212,2,178000
7,1980-2000,Gd,1,CollgCr,1630,2.0,1630.0,1630,2,213000
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,144000
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,140000
8,après 2000,Gd,1,CollgCr,1602,3.0,1578.0,1602,2,293200
7,après 2000,Gd,0,CollgCr,1728,2.0,864.0,864,2,190000
7,après 2000,Gd,0,CollgCr,1500,2.0,1500.0,1500,2,190000
6,après 2000,Gd,0,CollgCr,1476,2.0,738.0,738,2,173500
6,après 2000,Gd,1,CollgCr,1396,2.0,608.0,608,2,170000
4,1900-1950,Gd,0,Edwards,1126,2.0,0.0,1126,2,108000
5,1950-1980,TA,0,Edwards,1486,2.0,1486.0,1486,1,167000
4,1900-1950,TA,1,Edwards,816,1.0,816.0,816,1,100000
7,après 2000,Gd,1,Edwards,1922,2.0,0.0,495,3,198500
6,1950-1980,TA,0,Edwards,1426,2.0,690.0,698,1,159500
4,1950-1980,TA,0,Edwards,1149,1.0,1014.0,1149,1,127000
6,1950-1980,TA,1,Edwards,1125,1.0,1041.0,1125,1,125000
9,après 2000,Ex,1,Edwards,1698,3.0,1698.0,1698,2,320000
6,après 2000,TA,0,Edwards,1072,2.0,547.0,1072,1,145500
5,1900-1950,TA,0,Edwards,698,0.0,698.0,698,1,118000
4,1950-1980,TA,0,Edwards,876,1.0,876.0,876,1,85000
5,1900-1950,TA,0,Edwards,1368,1.0,1078.0,1368,1,120000
4,1900-1950,TA,0,Edwards,1529,1.0,0.0,1088,2,98000
5,1900-1950,TA,0,Edwards,864,0.0,864.0,864,1,99900
3,1950-1980,Fa,0,Edwards,944,2.0,0.0,944,1,82000
5,1950-1980,TA,0,Edwards,1678,0.0,1678.0,1678,2,119900
5,1950-1980,TA,1,Edwards,1560,1.0,1150.0,1560,1,103500
4,1950-1980,TA,0,Edwards,960,1.0,672.0,960,1,112000
6,1900-1950,Gd,0,Edwards,1196,2.0,684.0,684,1,110000
5,1900-1950,TA,1,Edwards,1298,1.0,720.0,854,1,122000
5,1900-1950,TA,0,Edwards,1604,2.0,984.0,984,2,117000
5,1900-1950,TA,1,SWISU,1268,1.0,832.0,832,1,160000
5,1900-1950,TA,0,SWISU,1520,1.0,793.0,848,1,159434
2,1900-1950,Fa,0,SWISU,438,1.0,290.0,438,1,60000
6,1900-1950,TA,1,SWISU,1489,1.0,778.0,944,2,139500
7,1900-1950,TA,1,SWISU,3082,2.0,824.0,1687,2,197000
6,1900-1950,TA,1,SWISU,1242,1.0,583.0,647,1,105000
4,1900-1950,Gd,1,SWISU,1981,2.0,1122.0,1328,2,135000
6,1900-1950,Gd,1,Crawfor,1232,2.0,816.0,1232,1,147500
6,1900-1950,Gd,1,SWISU,1608,1.0,976.0,1160,2,137450
7,1900-1950,Gd,0,SWISU,1135,2.0,560.0,575,1,155000
6,1900-1950,TA,1,Crawfor,1913,2.0,896.0,1172,1,177000
7,1900-1950,TA,1,SWISU,1477,1.0,861.0,877,2,145000
7,1900-1950,TA,1,Crawfor,1228,1.0,600.0,628,1,137000
7,1900-1950,Gd,1,Crawfor,2080,1.0,1276.0,1276,1,234000
5,1900-1950,TA,1,Crawfor,1567,2.0,840.0,840,1,205000
6,1900-1950,Gd,1,Crawfor,1494,1.0,771.0,753,1,177500
5,1900-1950,TA,1,Crawfor,1308,1.0,728.0,976,1,160000
5,1950-1980,TA,0,Crawfor,1273,1.0,1273.0,1273,1,155000
5,1900-1950,TA,0,Crawfor,964,2.0,876.0,964,1,163500
5,1900-1950,TA,1,Crawfor,1343,1.0,731.0,820,1,154900
7,1900-1950,TA,1,Crawfor,2480,2.0,920.0,1240,2,205000
5,1950-1980,TA,1,Crawfor,1112,1.0,1112.0,1112,1,144800
7,1900-1950,Fa,1,Crawfor,1564,1.0,704.0,860,1,174500
6,1950-1980,TA,1,Crawfor,1561,2.0,1561.0,1561,2,193000
5,1900-1950,Fa,1,Crawfor,1523,1.0,1067.0,986,2,158000
6,1900-1950,Gd,1,Crawfor,1152,1.0,1092.0,1152,1,158500
6,1950-1980,TA,1,Crawfor,1906,2.0,1310.0,1906,1,224000
6,1950-1980,TA,1,Blueste,1032,2.0,516.0,516,1,115000
6,1950-1980,Gd,1,Blueste,1229,2.0,561.0,561,1,137000
6,1950-1980,TA,1,Blueste,1229,2.0,561.0,561,1,121000
6,1950-1980,TA,1,Blueste,1229,2.0,561.0,561,1,124000
6,1980-2000,TA,1,Crawfor,1982,2.0,572.0,1182,2,208000
7,1950-1980,Ex,1,Crawfor,2365,2.0,1803.0,2365,2,315000
6,1980-2000,Gd,1,Crawfor,1680,2.0,880.0,1680,2,222000
5,1900-1950,TA,0,IDOTRR,1344,1.0,672.0,672,1,147000
5,avant 1900,Gd,0,IDOTRR,2168,2.0,760.0,928,2,123000
5,1900-1950,TA,0,IDOTRR,1192,1.0,596.0,596,1,78000
3,1900-1950,Fa,0,IDOTRR,1526,0.0,1013.0,1013,1,85000
4,1900-1950,TA,0,IDOTRR,572,1.0,572.0,572,1,75000
8,après 2000,Ex,1,Crawfor,1648,2.0,1596.0,1648,2,230000
2,1900-1950,TA,0,IDOTRR,810,1.0,0.0,810,1,57625
8,1980-2000,Gd,1,Mitchel,2052,3.0,1107.0,1040,2,251000
7,après 2000,Gd,1,Mitchel,2149,2.0,1434.0,1518,1,239686
7,après 2000,Gd,1,Mitchel,1710,2.0,1710.0,1710,2,240000
6,après 2000,Gd,1,Mitchel,1961,2.0,804.0,804,2,215000
6,1950-1980,TA,1,Mitchel,926,1.0,902.0,926,1,156450
6,1950-1980,TA,1,Mitchel,1287,2.0,957.0,1287,1,173000
5,1950-1980,Gd,0,Mitchel,1734,2.0,0.0,1302,2,126000
7,1980-2000,Gd,0,Mitchel,1217,2.0,1188.0,1217,2,173000
5,1980-2000,TA,0,Mitchel,1595,2.0,1582.0,1595,2,152000
6,1950-1980,Gd,1,Timber,1344,2.0,819.0,1344,1,137500
7,1950-1980,TA,1,Timber,2036,2.0,2136.0,2036,2,375000
9,après 2000,Ex,1,Timber,1620,3.0,1620.0,1620,2,315500
7,après 2000,Gd,0,Timber,1692,2.0,846.0,846,2,224500
9,après 2000,Ex,1,Timber,2036,3.0,2190.0,2036,2,410000
9,après 2000,Ex,0,Timber,1641,3.0,1641.0,1641,2,316500
8,après 2000,Gd,0,Timber,1466,3.0,1466.0,1466,2,201000
6,1980-2000,Gd,1,Timber,1412,2.0,1392.0,1412,2,175000
6,1950-1980,Gd,1,Timber,2237,2.0,712.0,1375,2,204000
7,1980-2000,Gd,1,Timber,1479,2.0,1645.0,1479,2,213500
8,après 2000,Gd,0,Timber,1296,2.0,1267.0,1296,2,220000
7,après 2000,Gd,0,Timber,2014,2.0,912.0,1072,2,170000
9,après 2000,Ex,1,Timber,1838,3.0,1838.0,1838,2,315000
9,après 2000,Ex,1,Timber,1978,3.0,1978.0,1978,2,425000
5,1950-1980,Gd,0,Mitchel,1008,1.0,1008.0,1008,1,139500
5,1950-1980,TA,1,Mitchel,1771,2.0,0.0,1771,1,115000
6,1980-2000,TA,0,Mitchel,1204,2.0,1204.0,1204,2,162000
6,1980-2000,TA,0,Mitchel,1224,2.0,1224.0,1224,2,165000
4,1950-1980,TA,0,MeadowV,988,1.0,462.0,526,1,91000
5,1950-1980,TA,0,Mitchel,874,1.0,864.0,874,1,130000
4,1950-1980,Gd,0,MeadowV,630,1.0,630.0,630,1,86000
5,1950-1980,TA,1,Mitchel,1404,2.0,1188.0,1404,2,160000
4,1950-1980,TA,0,MeadowV,630,1.0,630.0,630,1,80000
4,1950-1980,TA,1,MeadowV,1344,0.0,546.0,798,1,97000
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,88000
5,1950-1980,TA,0,Mitchel,796,1.0,796.0,796,1,131900
6,1980-2000,TA,0,Mitchel,1091,1.0,384.0,1091,1,131250
5,1950-1980,Gd,1,Mitchel,1110,2.0,1097.0,1110,1,165500
5,1980-2000,TA,0,Mitchel,833,0.0,833.0,833,1,112000
5,1980-2000,TA,1,Mitchel,883,2.0,828.0,883,1,149000
5,1980-2000,TA,0,Mitchel,1362,2.0,796.0,796,1,143000
5,1980-2000,TA,0,Mitchel,1287,2.0,624.0,624,1,130000
6,1950-1980,Gd,1,Mitchel,1567,2.0,1567.0,1567,2,196000
5,1950-1980,TA,1,Mitchel,1632,2.0,784.0,784,1,173000
6,1950-1980,TA,1,NAmes,1414,2.0,1184.0,1414,1,176500
6,1950-1980,TA,1,NAmes,2117,2.0,1205.0,2117,2,237500
6,1950-1980,TA,1,NAmes,2112,2.0,952.0,1092,2,206900
6,1980-2000,TA,1,Gilbert,1604,2.0,926.0,926,2,187500
6,1980-2000,TA,1,Gilbert,1470,2.0,680.0,680,2,165000
6,1980-2000,TA,0,Gilbert,1604,2.0,926.0,926,2,195500
6,1980-2000,TA,1,Gilbert,1638,2.0,943.0,943,2,192000
6,1980-2000,TA,1,Gilbert,1636,2.0,916.0,916,2,173000
5,1980-2000,Gd,0,Gilbert,1384,2.0,1348.0,1384,2,177900
7,1980-2000,TA,1,Gilbert,1446,2.0,729.0,729,2,175000
8,après 2000,Ex,1,StoneBr,1593,2.0,1593.0,1593,1,286000
8,1980-2000,Gd,1,StoneBr,1682,2.0,1664.0,1682,1,247900
8,1980-2000,Gd,1,StoneBr,1337,2.0,1337.0,1337,2,180000
8,1980-2000,Gd,0,StoneBr,1280,2.0,1280.0,1280,2,180000
6,1980-2000,TA,1,Gilbert,1604,2.0,926.0,926,2,181000
6,1980-2000,TA,1,Gilbert,1633,2.0,932.0,932,2,183000
6,1980-2000,TA,1,Gilbert,1658,2.0,773.0,773,2,188000
7,1980-2000,Gd,1,Gilbert,1895,2.0,712.0,1086,2,194500
6,1980-2000,Gd,0,Gilbert,1709,2.0,836.0,851,2,185000
8,1980-2000,Gd,1,StoneBr,1228,2.0,1228.0,1228,2,189000
8,1980-2000,Gd,1,StoneBr,1337,2.0,1337.0,1337,2,188500
8,après 2000,Ex,1,StoneBr,2500,3.0,1168.0,1168,3,355000
9,après 2000,Ex,1,StoneBr,2504,3.0,1122.0,1134,2,325000
9,après 2000,Ex,1,StoneBr,1884,3.0,1884.0,1884,2,387000
6,1950-1980,TA,1,Gilbert,1474,2.0,1632.0,1474,1,115000
9,après 2000,Ex,1,StoneBr,1710,2.0,1710.0,1710,2,334000
6,1900-1950,TA,1,Gilbert,1488,2.0,1488.0,1488,2,133000
7,1980-2000,TA,1,NWAmes,2093,2.0,791.0,1236,2,215000
7,1980-2000,Ex,1,NWAmes,1688,2.0,1675.0,1688,2,226500
6,1980-2000,Gd,1,NWAmes,1422,2.0,1422.0,1422,2,175500
7,1980-2000,TA,0,NWAmes,1260,2.0,1260.0,1260,2,181900
7,1950-1980,Gd,1,NWAmes,2064,2.0,2048.0,2064,2,235000
7,1950-1980,Gd,1,NWAmes,1782,2.0,1782.0,1782,2,220000
6,1950-1980,TA,1,NWAmes,2872,2.0,1330.0,1542,2,272000
6,1950-1980,Gd,1,NWAmes,1211,2.0,1211.0,1211,2,161000
5,1950-1980,Ex,0,NWAmes,1126,2.0,1126.0,1126,2,175000
7,1950-1980,TA,1,NWAmes,2044,2.0,738.0,1277,2,185000
5,1950-1980,TA,0,NWAmes,1308,2.0,720.0,720,1,146900
7,1950-1980,Gd,1,NWAmes,2840,4.0,1420.0,1420,2,292500
6,1950-1980,TA,1,NWAmes,1523,2.0,1193.0,1523,2,180000
6,1950-1980,TA,1,NWAmes,1444,2.0,1444.0,1444,2,159900
7,1950-1980,TA,1,NWAmes,1964,2.0,803.0,1098,2,205000
5,1950-1980,Gd,1,NWAmes,1178,2.0,1176.0,1178,1,157000
8,1980-2000,Gd,1,NWAmes,2340,3.0,1236.0,1236,2,306000
5,1950-1980,TA,0,NAmes,1792,2.0,896.0,896,2,133000
6,1950-1980,TA,0,NAmes,1054,2.0,1054.0,1054,1,151000
4,1950-1980,TA,0,NAmes,936,1.0,936.0,936,1,111900
5,1950-1980,TA,0,NAmes,864,2.0,864.0,864,1,123000
4,1950-1980,TA,0,NAmes,864,2.0,864.0,864,1,111250
6,1980-2000,Gd,0,NAmes,1337,2.0,1405.0,1337,2,181000
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,103400
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,100000
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,100500
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,106000
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,85400
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,89500
5,1950-1980,TA,0,BrDale,1302,1.0,630.0,630,2,111750
6,1950-1980,TA,0,NPkVill,1069,2.0,1069.0,1069,2,140000
6,1950-1980,TA,0,NPkVill,1456,2.0,855.0,855,2,143000
7,1950-1980,TA,0,NPkVill,1055,2.0,1055.0,1055,2,148500
5,1950-1980,TA,0,NAmes,892,1.0,864.0,892,1,110000
8,après 2000,Ex,1,NridgHt,1932,3.0,1932.0,1932,2,394617
10,après 2000,Ex,1,NridgHt,2332,3.0,1682.0,1742,2,426000
10,après 2000,Ex,1,NridgHt,2084,3.0,2078.0,2084,2,385000
9,après 2000,Ex,1,NridgHt,2713,3.0,1452.0,1476,2,446261
8,après 2000,Gd,0,NridgHt,1582,3.0,1582.0,1582,2,317500
8,après 2000,Gd,1,NridgHt,1710,3.0,1710.0,1710,2,372402
8,après 2000,Ex,1,NridgHt,2464,3.0,2418.0,2464,2,417500
9,après 2000,Ex,1,NridgHt,1950,3.0,1950.0,1950,2,383000
9,après 2000,Ex,1,NridgHt,2748,3.0,1850.0,1850,2,390000
10,après 2000,Ex,1,NridgHt,2790,4.0,1620.0,1632,2,460000
9,après 2000,Ex,1,NridgHt,2331,3.0,1414.0,1414,2,379000
8,après 2000,Gd,1,NridgHt,2088,3.0,948.0,948,2,250000
8,après 2000,Ex,1,NridgHt,2332,3.0,1148.0,1170,2,316000
10,après 2000,Ex,1,NridgHt,2470,3.0,2535.0,2470,1,615000
9,après 2000,Ex,1,NridgHt,2668,3.0,1572.0,1572,2,412500
7,après 2000,Gd,1,NridgHt,2046,3.0,998.0,1006,2,284000
8,après 2000,Gd,1,NridgHt,1575,3.0,1603.0,1575,2,284000
8,après 2000,Gd,1,NridgHt,2649,3.0,1479.0,1515,2,421250
8,après 2000,Gd,1,NridgHt,2690,3.0,1765.0,1804,2,370000
9,après 2000,Ex,1,NridgHt,1866,3.0,1858.0,1866,2,336860
9,après 2000,Ex,1,NridgHt,1702,3.0,1702.0,1702,1,367294
7,après 2000,Gd,1,NridgHt,1367,2.0,1367.0,1367,2,192000
8,après 2000,Ex,1,NridgHt,1518,2.0,1518.0,1518,1,274000
9,après 2000,Ex,1,NridgHt,1684,2.0,1684.0,1684,2,266000
9,après 2000,Ex,1,NridgHt,1800,3.0,1800.0,1800,2,370967
8,après 2000,Gd,1,NridgHt,1342,2.0,1342.0,1342,2,234250
8,après 2000,Gd,1,NridgHt,1342,2.0,1342.0,1342,2,219500
7,après 2000,Gd,0,NridgHt,1626,2.0,764.0,764,2,155000
7,après 2000,Gd,0,NridgHt,1626,2.0,764.0,764,2,154000
7,après 2000,Gd,1,NridgHt,1358,2.0,1358.0,1358,2,207000
7,après 2000,Gd,1,Blmngtn,1455,3.0,1415.0,1455,2,195000
7,après 2000,Gd,1,Blmngtn,1576,3.0,1393.0,1576,2,219990
7,après 2000,Gd,1,Blmngtn,1504,2.0,1346.0,1504,2,191000
7,après 2000,Gd,1,Blmngtn,1266,2.0,1266.0,1266,2,159895
7,après 2000,Gd,1,Blmngtn,1246,2.0,1146.0,1246,2,187687
6,après 2000,Gd,1,Gilbert,1515,2.0,789.0,813,2,179000
6,après 2000,TA,1,Gilbert,1593,2.0,839.0,864,2,193000
7,après 2000,Gd,0,Gilbert,1166,2.0,856.0,1166,2,190000
6,après 2000,Gd,0,Gilbert,1456,2.0,728.0,728,2,176000
7,après 2000,Gd,1,Gilbert,1720,2.0,840.0,840,2,188000
7,après 2000,Gd,1,Gilbert,1986,2.0,847.0,847,2,213000
7,après 2000,Gd,1,NridgHt,1358,2.0,1350.0,1358,2,217300
6,1980-2000,TA,1,Gilbert,1792,2.0,936.0,962,2,186500
7,1980-2000,TA,1,Gilbert,1892,2.0,982.0,1008,2,226750
7,après 2000,Gd,1,Gilbert,1490,2.0,788.0,788,2,184000
7,après 2000,Gd,1,Gilbert,1414,2.0,707.0,707,2,176000
7,1980-2000,TA,1,Gilbert,2322,2.0,1037.0,1037,2,225000
7,1980-2000,TA,1,Gilbert,1651,2.0,831.0,873,2,185900
8,1980-2000,Gd,1,NoRidge,2199,2.0,1173.0,1182,2,284500
8,1980-2000,Gd,1,NoRidge,2630,3.0,1470.0,1470,2,315000
8,1980-2000,Gd,1,NoRidge,2198,3.0,1145.0,1145,2,250000
9,1980-2000,Ex,1,NoRidge,2172,3.0,1519.0,1533,2,291000
8,1980-2000,Gd,1,NoRidge,2006,3.0,1982.0,2006,2,350000
7,1980-2000,Gd,1,NoRidge,2125,2.0,1064.0,1064,2,279500
8,1980-2000,Gd,1,NoRidge,2501,3.0,1242.0,1251,2,290000
8,1980-2000,Gd,1,NoRidge,2113,3.0,2109.0,2113,2,350000
